ツイートID,名前,ユーザー名,投稿日,本文,返信数,リツイート数,いいね数
552819513817710594,相田みつを☆心に響く詩,@mitsuwo_kokoro,2015年1月7日,よくまわっているほどコマはしずかなんだな,,,
552802646235422722,相田みつを☆心に響く詩,@mitsuwo_kokoro,2015年1月7日,「あのときのあの苦しみも　あのときのあの悲しみも　みんな肥料になったんだなあ」 by みつを,,1,2
552462817669185536,相田みつを☆心に響く詩,@mitsuwo_kokoro,2015年1月6日,いのちの根　なみだをこらえて　かなしみにたえるとき　ぐちをいわずにくるしみにたえるとき　いいわけをしないでだまって批判にたえるとき　いかりをおさえてじっと屈辱にたえるとき　あなたの眼のいろがふかくなり　いのちの根がふかくなる　みつをにんげんだもの　相田みつをより,,2,2
552447063624253443,相田みつを☆心に響く詩,@mitsuwo_kokoro,2015年1月6日,かんのんさまは　どうして　こんなにしずかなの　かなしみに　たえた人だから　どうしてこんなに　やさしいの　ひとの世の　くるしみに　一番泣いた方　だから,,,1
552431576395833344,相田みつを☆心に響く詩,@mitsuwo_kokoro,2015年1月6日,いまはなんにも　いわないほうがいい　語らないほうがいい　つらいだろうが　黙っているほうがいい　いえばべんかいになるから #mitsuwo,,1,
552185948650237953,相田みつを☆心に響く詩,@mitsuwo_kokoro,2015年1月5日,うまれかわり死にかわり　永遠の過去のいのちを受け継いで　いま自分の番を生きている　それがあなたのいのちです　それがわたしのいのちです #mitsuwo,,1,
552079889025609728,相田みつを☆心に響く詩,@mitsuwo_kokoro,2015年1月5日,昨日までの自分を否定し　今日の自分に生きる　今日新たに生まれ変わる #mitsuwo,,1,
552063827559211008,相田みつを☆心に響く詩,@mitsuwo_kokoro,2015年1月5日,やりなおしが　きかねんだなぁ　人生というものは,,2,3
552047234376679424,相田みつを☆心に響く詩,@mitsuwo_kokoro,2015年1月5日,つまづいたっていいじゃないか　にんげんだもの #mitsuwo,,,
552030348935041024,相田みつを☆心に響く詩,@mitsuwo_kokoro,2015年1月5日,アノネ　ひとのことじゃないんだよ　じぶんのことだよ #mitsuwo,,,
552013966365319168,相田みつを☆心に響く詩,@mitsuwo_kokoro,2015年1月5日,みつをトイレ用日めくり　ひとりしずか　みつを　相田みつを作品集より,,,
551959098342637569,相田みつを☆心に響く詩,@mitsuwo_kokoro,2015年1月4日,セトモノとセトモノとぶつかりっこするとすぐこわれちゃう　どっちかやわらかければ　だいじょうぶ　やわらかいこころセトモノとセトモノとぶつかりっこするとすぐこわれちゃう　どっちかやわらかければ　だいじょうぶ　やわらかいこころを　持ちましょう #mitsuwo,,1,2
551938256762195970,相田みつを☆心に響く詩,@mitsuwo_kokoro,2015年1月4日,おさいせん　百円玉一つ　ぽんと投げて　手を合わす　おねがいことの多いこと,,,
551921534344781824,相田みつを☆心に響く詩,@mitsuwo_kokoro,2015年1月4日,おだてられればいい気になるし　わるくちいわれりゃ腹たつわたし #mitsuwo,,1,
551815903730348032,相田みつを☆心に響く詩,@mitsuwo_kokoro,2015年1月4日,人生の的　ふたつあったらまようよな　ひとつならまようことがない　人生の的はひとつがいい #mitsuwo,,,1
551753954149666816,相田みつを☆心に響く詩,@mitsuwo_kokoro,2015年1月4日,よくまわっているほどコマはしずかなんだな #mitsuwo,,,
551738027643392000,相田みつを☆心に響く詩,@mitsuwo_kokoro,2015年1月4日,けれど　けれどで　なにもしない #mitsuwo,,,
551722012083642368,相田みつを☆心に響く詩,@mitsuwo_kokoro,2015年1月4日,「人間はねぇ　自分よりも人のほうがよくなると　おもしろくねんだなぁ　人間のわたし」 by みつを,,,
551706093311635456,相田みつを☆心に響く詩,@mitsuwo_kokoro,2015年1月4日,いまが大事,,,3
551690338465640451,相田みつを☆心に響く詩,@mitsuwo_kokoro,2015年1月4日,「おたがいになぁ　不完全　欠点だらけの　にんげんですがね」 by みつを 感動したらRT！,,,
551674582453608449,相田みつを☆心に響く詩,@mitsuwo_kokoro,2015年1月4日,生きているうち　働けるうち　日の暮れぬうち #mitsuwo,,,
551658312161189888,相田みつを☆心に響く詩,@mitsuwo_kokoro,2015年1月4日,なみだで　あらわれるたびに　まなこがふかくなり　うれいがふかくなる #mitsuwo,,,
551641914454192129,相田みつを☆心に響く詩,@mitsuwo_kokoro,2015年1月3日,できない約束はしないことだな #mitsuwo,,2,3
551377445157208064,相田みつを☆心に響く詩,@mitsuwo_kokoro,2015年1月3日,琴の糸　張りすぎてもダメ　たるんでもダメ　ちょうどいいあんばいのときに　ちょうどいいあんばいの音が出る #mitsuwo,,,1
551360792839208960,相田みつを☆心に響く詩,@mitsuwo_kokoro,2015年1月3日,我慢をするんだよ　我慢をするんだよ　悔しいだろうがね　そこを我慢するんだよ #mitsuwo,,1,2
551344168761434112,相田みつを☆心に響く詩,@mitsuwo_kokoro,2015年1月3日,体験してはじめて身につくんだなぁ #mitsuwo,,,
551328070527770624,相田みつを☆心に響く詩,@mitsuwo_kokoro,2015年1月3日,「昨日までの自分を否定し　今日の自分に生きる　今日新たに生まれ変わる」 by みつを,,1,
551220430917226498,相田みつを☆心に響く詩,@mitsuwo_kokoro,2015年1月2日,自身はなくてうぬぼればかり　はずかしい　はずかしい #mitsuwo,,1,
551203892168359936,相田みつを☆心に響く詩,@mitsuwo_kokoro,2015年1月2日,「一生勉強　一生青春」 by みつを,,1,
551187298482540544,相田みつを☆心に響く詩,@mitsuwo_kokoro,2015年1月2日,子供に一首　どのような道をどのように　歩くともいのちいっぱいにいきてればいいぞ,,1,1
551170714120646656,相田みつを☆心に響く詩,@mitsuwo_kokoro,2015年1月2日,これでいいということはないが・・・,,,
551042225753161728,相田みつを☆心に響く詩,@mitsuwo_kokoro,2015年1月2日,おたがいになぁ　不完全　欠点だらけの　にんげんですがね,,1,1
551025958640050176,相田みつを☆心に響く詩,@mitsuwo_kokoro,2015年1月2日,生きているうち　はたらけるうち　日のくれぬうち　みつにんげんだもの　相田みつをよりただいるだけで　あなたがそこにただいるだけでその場の空気があかるくなる　あなたがそこにただいるだけでみんなのこころがやすらぐ　そんなあなたにわたしもなりたい　みつをにんげんだもの　相田みつをより,,,
551009915641163779,相田みつを☆心に響く詩,@mitsuwo_kokoro,2015年1月2日,美しいものを美しいと思えるあなたの心が美しい #mitsuwo,,,2
550993450447802368,相田みつを☆心に響く詩,@mitsuwo_kokoro,2015年1月2日,トイレ用日めくり　ひとりしずか　みつを　相田みつを作品集より,,,
550845461645385729,相田みつを☆心に響く詩,@mitsuwo_kokoro,2015年1月1日,親切と言う名のおせっかい　そっとしておくおもいやり #mitsuwo,,3,4
550828973333041152,相田みつを☆心に響く詩,@mitsuwo_kokoro,2015年1月1日,がまんをするんだよ　がまんをするんだよ　くやしいだろうがね　そこをがまんをするんだよ　そうすれば　人のかなしみやくるしみがよくわかってくるから,,2,1
550812623193645056,相田みつを☆心に響く詩,@mitsuwo_kokoro,2015年1月1日,「身近な人の死に逢うたびに　私は人間の命のはかなさにガクゼンとします　この世に人間として生きている尊さを骨身にしみて感じるとき　私には仕事への闘志が湧いてきます」 by みつを,,,
550635787813785600,相田みつを☆心に響く詩,@mitsuwo_kokoro,2015年1月1日,いまが大事 #mitsuwo,,,
550619901262450688,相田みつを☆心に響く詩,@mitsuwo_kokoro,2015年1月1日,身からでたサビだなあ　身に覚えがあるよ #mitsuwo,,,
550581684114952193,相田みつを☆心に響く詩,@mitsuwo_kokoro,2015年1月1日,「使ったところが強くなる　頭でもからだでも　その反対　使わぬところは」 by みつを 感動したらRT！,,,
550565881831387136,相田みつを☆心に響く詩,@mitsuwo_kokoro,2015年1月1日,ほんとうのことが　いちばん　いい #mitsuwo,,,
550549035803615233,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月31日,後じゃできねんだよなあ　今のことは　今しかできぬ,,,
550515391911305216,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月31日,「あのねぇ　財産　肩書き　地位　名誉　その他　自分についている誇り高き飾り物をみんな落としてすっぱだかになってごらん　人間としての本当の自分がわかるから」 by みつを,,,
550499142795948032,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月31日,とにかく具体的に動いてごらん・・・,,,
550464989048238080,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月31日,おさいせん　百円玉一つ　ぽんと投げて　手を合わす　おねがいことの多いこと #mitsuwo,,,1
550449538243104769,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月31日,つまづいたっていいじゃないか！人間だもの・・・,,,1
550433794151305216,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月31日,柔道の基本は受身　受身とはころぶ練習・・・,,,
550417802171936769,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月31日,自分の花　名もない草も実をつける　いのちいっぱい自分の花を咲かせて #mitsuwo,,,
550308274256355329,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月31日,「負ける人のおかげで　勝てるんだよな」 by みつを,,1,2
550291485325668352,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月31日,悲しいときは全身で悲しみ　嬉しいときには手放しで喜ぶ　そういう人間で私はありたい,,,1
550275814655148032,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月31日,弱きもの人間　欲深きもの人間　偽り多きもの人間　そして人間の私 #mitsuwo,,2,
549209514889576451,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月28日,「めしを喰って静かに息をついていたら　いつの間にか日が暮れて　気がついた時は墓場の中」 by みつを 感動したらRT！,,,
549193234799292416,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月28日,あたらしい門出をする者には新しい道がひらける,,,
549176704933957633,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月28日,土の中の水道管・・・,,,
548842500874440704,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月27日,あなたにめぐり逢えて本当によかった　一人でもいい　心からそう言ってくれる人があれば #mitsuwo,,1,2
548649901635022848,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月26日,負ける人のおかげで　・・・,,,
548634283175202816,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月26日,あとでやろうと思っても・・・,,,
548618018171809792,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月26日,アノネ　がんばんなくてもいいからさ　具体的に動くことだね　みつをトイレ用日めくり　ひとりしずか　みつを　相田みつを作品集より,,,
548496569578700800,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月26日,わかってたまるか　人に踏まれてばかりいる　雑草のくるしみが #mitsuwo,,,
548480458099404801,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月26日,「あのねぇ　どんなに上手なべんかいをしてもね　べんかいはやっぱり　べんかいなんだよなぁ」 by みつを 感動したらRT！,,,
548463922802462721,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月26日,考えてばかりいると　日が暮れちゃうよ #mitsuwo,,1,
548447258199326720,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月26日,だれうらむことはない　身から出たさびだなぁ #mitsuwo,,,
548214285071941632,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月25日,「「自分の花」　名もない草も実をつける　命いっぱいに自分の花を咲かせて」 by みつを 感動したらRT！,,,
548197850673201152,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月25日,ともかくも　生かされてきて　命あり #mitsuwo,,1,1
548114683593367553,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月25日,ビリがいるから１位がいる,,,
548098867170791427,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月25日,おまえさんないま一体何が一番欲しい・・・,,,
547839471048077312,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月24日,待ってもむだなことがある　待ってもだめなこともある　待ってもむなしきことばかり　それでもわたしはじっと待つ,,,
547761648744685568,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月24日,「おさいせん　百円玉一つ　ぽんと投げて　手を合わす　おねがいことの多いこと」 by みつを 感動したらRT！,,,
547745567040753668,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月24日,めしを喰って静かに息をついていたら　いつの間にか日が暮れて　気がついた時は墓場の中,,,
547729341979717633,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月24日,アノネ　にんげんはねぇ　自分の意志でこの世に産まれてきたわけじゃねんだな　だからね自分の意志で勝手に死んではいけねんだよ #mitsuwo,,,
547486744556228608,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月23日,強がりなんかいうことないよ　やせがまんなどすることないよ　だれにえんりょなんかいるもんか　声をかぎりに泣くがいい　ただひたすらになけばいい #mitsuwo,,,1
547364998196899841,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月23日,一生勉強　一生青春 #mitsuwo,,,
547349037947428864,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月23日,きれいな玄関と床の間だけじゃ生活できねんだよなあ　みつをトイレ用日めくり　ひとりしずか　みつを　相田みつを作品集より,,,
547333141854027776,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月23日,アノネ　仕事はなんでもいい　ただひたすら　じぶんの仕事に打ち込んでいる姿はみんなすばらしい #mitsuwo,,,
547316841027088384,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月23日,そのままでいいがな,,1,
547299662399418368,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月22日,人間追いつめられてはじめて本音を吐く　その時どんな本音を吐くかそれが大事,,2,1
547248200034160640,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月22日,どのような道を歩くとも・・・,,,
547232467246018560,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月22日,あとじゃできねんだよなあ・・・,,,
547052277005946881,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月22日,「道」　歩くから道になる　歩かなければ草が生える #mitsuwo,,,
547035705675755520,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月22日,あのねぇ　どんなに上手なべんかいをしてもね　べんかいはやっぱり　べんかいなんだよなぁ #mitsuwo,,1,1
547019924338507777,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月22日,自分の花　名もない草も実をつける　いのちいっぱい自分の花を咲かせて,,,
547003391746904064,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月22日,あんなにしてやったのに『のに』がつくとぐちが出る　みつをトイレ用日めくり　ひとりしずか　みつを　相田みつを作品集より,,,
546761186788638720,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月21日,うそはいわない　こころにきめてうそをいう　みつをにんげんだもの　相田みつをより,,,
546666921794355201,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月21日,自分の後ろ姿は　自分じゃ見えねんだなあ #mitsuwo,,,
546651000375742464,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月21日,悲しいときは全身で悲しみ　嬉しいときには手放しで喜ぶ　そういう人間で私はありたい #mitsuwo,,,
546634781555838976,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月21日,うつくしいものを美しいと思える　あなたの心が美しい #mitsuwo,,,
546618755682283520,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月21日,気が小さくて臆病で人のこと気になって三日もねむれぬこともある　おだてられればいい気になるし　わるくちいわれりゃ腹立つわたし　物欲色欲名誉欲　人間はねぇ欲望のかたまりだな　人間のわたし,,,
546602254891888640,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月21日,一生勉強　一生青春,,,
546586662742921216,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月21日,そのときの出逢いが　人生を根底から変えることがある　よき出逢いを #mitsuwo,,,
546570459374841856,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月20日,体験してはじめて身につくんだなぁ,,,
546462621692477442,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月20日,ラクしてカッコよければしあわせか。・・・,,,
546446219199795200,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月20日,渦巻いて　濁らない　滝つぼの水,,,
546430067409055744,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月20日,「よくまわっているほどコマはしずかなんだな」 by みつを 感動したらRT！,,,
546413549438779392,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月20日,人間追いつめられてはじめて本音を吐く　その時どんな本音を吐くかそれが大事 #mitsuwo,,,
546396767688744961,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月20日,かんがえてばかりいると日がくれちゃうよ　みつをにんげんだもの　相田みつをより,,,
546380674739879936,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月20日,セトモノとセトモノとぶつかりっこするとすぐこわれちゃう・・・,,,
546292200477192192,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月20日,あれもほしい　これもほしい　ああなりたい　こうなりたい　欲望いっぱいのこの自分　そういう自分の運転手は自分 #mitsuwo,,1,
546275576261013505,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月20日,あなたの心がきれいだから　何でもきれいに見えるんだなあ,,,
546259363589918721,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月20日,みかんには みかんの味があり りんごには りんごの美しさがある　しあわせは　いつもじぶんのこころが　きめる #mitsuwo,,1,
546243403030097920,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月20日,にんげんだもの　相田みつをより,,,
546227347490230272,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月20日,自信はなくてうぬぼればかり　ああはずかしい　はずかしい　みつをトイレ用日めくり　ひとりしずか　みつを　相田みつを作品集より,,,
545947491242242049,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月19日,がまんをするんだよ　がまんをするんだよ　くやしいだろうがね　そこをがまんをするんだよ　そうすれば　人のかなしみやくるしみがよくわかってくるから #mitsuwo,,1,
545931127349710849,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月19日,わたしは、人間のほんとうの幸せとは・・・,,,
545915442053648384,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月19日,「子供に一首　どのような道をどのように　歩くともいのちいっぱいにいきてればいいぞ」 by みつを,,,
545674650961735680,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月18日,待ってもむだなことがある　待ってもだめなこともある　待ってもむなしきことばかり　それでもわたしはじっと待つ #mitsuwo,,1,
545577447991685121,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月18日,「できない約束はしないことだな」 by みつを 感動したらRT！,,,
545561376295370754,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月18日,ボロは初めに見せておけ　そうすればいつでも天下泰平だ,,,
545314258213298177,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月17日,にんげんはねぇ　どんな人でも人それぞれに悩みや苦しみをいっぱい抱えて生きているんだね　ほとけさまにもいえないような悩みと苦しみをね #mitsuwo,,,2
544937588575207428,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月16日,花を支える枝・・・,,,
544851455010557953,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月16日,道は一本　単純でまッ直ぐがいい　何かを欲しがると　欲しがったところが曲がる　道は一本まっすぐがいい,,,
544835475911884800,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月16日,人里はなれた　谷間の白百合の花は　誰にも見てもらえないのですが　少しのかけ引きもなく　精一杯の美しさで咲いています #mitsuwo,,,
544819568808452096,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月16日,にんげん　一番いやなことは　じぶんがじぶんにうそをいうときだ #mitsuwo,,,
544802068557348867,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月16日,人の為と書いて偽りと読むんだよなー #mitsuwo,,,
544669173670883328,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月15日,因も変り　縁も変る　なにもかも　みんな変ってゆくんだね　人間関係も変ってゆく世の中　無常だから #mitsuwo,,,
544484232764981250,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月15日,無理をしないで　なまけない　私は弱い人間だから #mitsuwo,,,
544468441101369347,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月15日,正直者は　ばかをみる　だからといってうそばかりも通らない　世の中単純じゃねんだよなあ,,,
544225089823064064,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月14日,外灯というのは　人のためにつけるんだよな　わたしはどれだけ　外灯をつけられるだろうか #mitsuwo,,,
544126980279398400,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月14日,やり直しのきかない人生・・・,,,
544111401636077570,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月14日,おだてられればいい気になるし　わるくちいわれりゃ腹たつわたし,,,
544095274981806081,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月14日,自信はなくてうぬぼればかり　はずかしい　はずかしい,,,1
544079084108529664,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月14日,「弱きもの人間　欲深きもの人間　偽り多きもの人間　そして人間の私」 by みつを,,,
544062576900833280,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月14日,感動いっぱい、・・・,,,
544046305723424768,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月14日,弱きもの人間。欲ふかきもの人間。・・・,,,
543973964888821760,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月13日,私の、このヘタな文字、つたない文章も、・・・,,,
543951444622069760,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月13日,アレもコレもほしがるなよ,,,1
543935698659577856,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月13日,親切と言う名のおせっかい　そっとしておくおもいやり,,,
543918897288589313,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月13日,そのときの出逢いが　トイレ用日めくり　ひとりしずか　みつを　相田みつを作品集より,,,
543903000041762817,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月13日,その根っこは見えない　その見えないところに大事な点がある,,,
543887329220235264,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月13日,かねも名誉も地位財産もじぶんの外側になんにも求めないときをほんとうの安心という　そういうおまえさん自身に安心があるか #mitsuwo,,,
543871351245643777,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月13日,正直者は　ばかをみる　だからといってうそばかりも通らない　世の中単純じゃねんだよなあ #mitsuwo,,,
543773845279100929,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月13日,どんなぐちでも気持ちよく聞いてくれる人　その人はあなたにとって大事な観音さまだ #mitsuwo,,,
543660040792453121,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月12日,この我執の強さ　この気の弱さ　共に佛さまがわたしに授けてくれたもの　みつをトイレ用日めくり　ひとりしずか　みつを　相田みつを作品集より,,,
543644236185210880,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月12日,おなじやるならば　本腰入れてやってごらん　そのほうが　つかれないでたのしいから,,,
543628230997979136,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月12日,「自分の後ろ姿は　自分じゃ見えねんだなあ」 by みつを 感動したらRT！,,,
543611586984693760,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月12日,しあわせはいつも自分のこころがきめる,,,
543595818771439616,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月12日,冬心　樹木は風雪の中に他人に見せたくない自分のあるがままの裸をさらす　ひとことも弁解しないで　みつをにんげんだもの　相田みつをより,,,
543580328703434753,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月12日,むりをしないで　なまけない　わたしは弱い人間だから #mitsuwo,,,
543046210982907905,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月11日,アノネ、がんばんなくてもいいからさ、具体的に動くことだね。 #mitsuwo,,,1
543030237160673281,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月11日,自身はなくてうぬぼればかり　はずかしい　はずかしい,,,
543013664853225472,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月11日,「ビリがいるから１位がいる」 by みつを,,,
541229118428176384,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月6日,おまえさんな　いま一体何が一番欲しい　あれもこれもじゃだめだよ　いのちがけでほしいものを　ただ一ツに的をしぼって　言ってみな,,,
541212666727903232,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月6日,うばいあえば足らぬ　分け合えば余まる,,,
540871117104091136,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月5日,枯れたすすきがまだ美しいのは　いのちいっぱい一生けんめいに生きてきたからだ,,1,
540852843297529856,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月5日,人の為と書いて偽りと読むんだよなー,,,
540502139731058688,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月4日,おてんとうさまのひかりをいっぱい吸った・・・,,,
540485571794055168,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月4日,いいことはおかげさま・・・,,,
540144383652151296,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月3日,そのときの出会いが人生を根底から変えることがある,,1,1
540127520012505088,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月3日,あなたの心がきれいだから　何でもきれいに見えるんだなあ #mitsuwo,,1,
540110958081765377,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月3日,やれなかった　やらなかった　どっちかな #mitsuwo,,,1
539867740346257408,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月2日,体験してはじめて身につくんだなあ　みつをトイレ用日めくり　ひとりしずか　みつを　相田みつを作品集より,,,
539767456424665088,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月2日,そのままで　いいがな #mitsuwo,,,1
539751775633305602,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月2日,かんのんさまがみている　ほとけさまがみている　みんなみている　ちゃんとみている　みつをにんげんだもの　相田みつをより,,,
539503154329436160,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月1日,にんげんはねぇ　人から点数をつけられるために　この世に生まれてきたのでないんだよ　にんげんがさき点数はあと,,1,
539415449654419457,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月1日,身近な人の死に逢うたびに　私は人間の命のはかなさにガクゼンとします　この世に人間として生きている尊さを骨身にしみて感じるとき　私には仕事への闘志が湧いてきます,,,
539398267998441474,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年12月1日,あのねぇ　財産　肩書き　地位　名誉　その他　自分についている誇り高き飾り物をみんな落としてすっぱだかになってごらん　人間としての本当の自分がわかるから #mitsuwo,,,
539144120023781376,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年11月30日,どうでもいいものは　どうでもいいんだよ　いちばん大事なことに　一番大事ないのちをかけてゆくことうまれかわり死にかわり　永遠の過去のいのちを受け継いで　いま自分の番を生きている　それがあなたのいのちです　それがわたしのいのちです,,,
538860885821775872,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年11月29日,トイレ用日めくり　ひとりしずか　みつを　相田みつを作品集より,,,
538844518225690624,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年11月29日,七転八倒　つまづいたり　ころんだり　するほうが　自然なんだな　にんげんだもの,,2,2
538828584173834240,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年11月29日,どうでもいいものは　どうでもいいんだよ　いちばん大事なことに　一番大事ないのちをかけてゆくことだ #mitsuwo,,,1
538708407033683968,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年11月29日,「あのねぇ　財産　肩書き　地位　名誉　その他　自分についている誇り高き飾り物をみんな落としてすっぱだかになってごらん　人間としての本当の自分がわかるから」 by みつを 感動したらRT！,,,
538691886337122304,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年11月29日,「おたがいになぁ　不完全　欠点だらけの　にんげんですがね」 by みつを,,,1
