ツイートID,名前,ユーザー名,投稿日,本文,返信数,リツイート数,いいね数
1164403655094575104,相田みつを　名言集,@aidamitsuobot,8月22日,待ってもむだなことがある　待ってもだめなこともある　待ってもむなしきことばかり　それでもわたしはじっと待つ,,,2
1164396081020469248,相田みつを　名言集,@aidamitsuobot,8月22日,正直者は　ばかをみる　だからといってうそばかりも通らない　世の中単純じゃねんだよなあ,,1,5
1164388562831204353,相田みつを　名言集,@aidamitsuobot,8月22日,そのうち　そのうち　べんかいしながら　日がくれる,,,
1164380978611027969,相田みつを　名言集,@aidamitsuobot,8月22日,アノネ　かんのんさまがみていてくれるよ　なにもかもみんな承知でね　かんのんさまがみていてくれるよ　いいわけやべんかいなんかしなくてもね　かんのんさまがちゃんとみていてくれるよ,,,5
1164373454256082945,相田みつを　名言集,@aidamitsuobot,8月22日,あのねぇ　財産　肩書き　地位　名誉　その他　自分についている誇り高き飾り物をみんな落としてすっぱだかになってごらん　人間としての本当の自分がわかるから,,,3
1164365878118383616,相田みつを　名言集,@aidamitsuobot,8月22日,人間はねぇ　自分よりも人のほうがよくなると　おもしろくねんだなぁ　人間のわたし,,,
1164358354493267968,相田みつを　名言集,@aidamitsuobot,8月22日,弱きもの人間　欲深きもの人間　偽り多きもの人間　そして人間の私,,,
1164350780800786433,相田みつを　名言集,@aidamitsuobot,8月22日,アノネ、がんばんなくてもいいからさ、具体的に動くことだね。,,1,3
1164343264092160000,相田みつを　名言集,@aidamitsuobot,8月22日,どんなぐちでも気持ちよく聞いてくれる人　その人はあなたにとって大事な観音さまだ,,1,3
1164335679750336514,相田みつを　名言集,@aidamitsuobot,8月22日,外灯というのは　人のためにつけるんだよな　わたしはどれだけ　外灯をつけられるだろうか,,,1
1164320583854673922,相田みつを　名言集,@aidamitsuobot,8月21日,あなたの心がきれいだから　何でもきれいに見えるんだなあ,,,4
1164313060275654656,相田みつを　名言集,@aidamitsuobot,8月21日,かねかねかねと金追いかけても　行きつくところは一体どこなの?,,,5
1164305476391038976,相田みつを　名言集,@aidamitsuobot,8月21日,なんにも欲しがらぬときが　一番強い,,,4
1164297945623064576,相田みつを　名言集,@aidamitsuobot,8月21日,ともかくも　生かされてきて　命あり,,1,3
1164282831540908032,相田みつを　名言集,@aidamitsuobot,8月21日,にんげんはねぇ　人から点数をつけられるために　この世に生まれてきたのでないんだよ　にんげんがさき点数はあと,,,7
1164267741987033088,相田みつを　名言集,@aidamitsuobot,8月21日,やり直しのきかない人生　待った無しの命,,,1
1164260175269597184,相田みつを　名言集,@aidamitsuobot,8月21日,慣れるな　なれるな　どんなことにも慣れるな　慣れると感動がなくなるから,,,1
1164252642408669184,相田みつを　名言集,@aidamitsuobot,8月21日,道は一本　単純でまッ直ぐがいい　何かを欲しがると　欲しがったところが曲がる　道は一本まっすぐがいい,,,2
1164245078677655553,相田みつを　名言集,@aidamitsuobot,8月21日,一生勉強　一生青春,,,1
1164237537864404993,相田みつを　名言集,@aidamitsuobot,8月21日,金が人生のすべてではないが　有れば便利　無いと不便です　便利のほうがいいなあ,,,1
1164229984250036224,相田みつを　名言集,@aidamitsuobot,8月21日,自分が自分にいやになるとき　金がほしいのにほしくないようなふりをするとき,,,1
1164214879873425410,相田みつを　名言集,@aidamitsuobot,8月21日,めしを喰って静かに息をついていたら　いつの間にか日が暮れて　気がついた時は墓場の中,,1,3
1164199780248985600,相田みつを　名言集,@aidamitsuobot,8月21日,使ったところが強くなる　頭でもからだでも　その反対　使わぬところは,,1,2
1164192235946045440,相田みつを　名言集,@aidamitsuobot,8月21日,おさいせん　百円玉一つ　ぽんと投げて　手を合わす　おねがいことの多いこと,,1,4
1164184686735740928,相田みつを　名言集,@aidamitsuobot,8月21日,待ってもむだなことがある　待ってもだめなこともある　待ってもむなしきことばかり　それでもわたしはじっと待つ,,1,4
1164177162640875527,相田みつを　名言集,@aidamitsuobot,8月21日,みかんには みかんの味があり りんごには りんごの美しさがある　しあわせは　いつもじぶんのこころが　きめる,,3,7
1164162069077168128,相田みつを　名言集,@aidamitsuobot,8月21日,悲しいときは全身で悲しみ　嬉しいときには手放しで喜ぶ　そういう人間で私はありたい,,1,3
1164146964423823361,相田みつを　名言集,@aidamitsuobot,8月21日,うつくしいものを美しいと思える　あなたの心が美しい,,,5
1164139386285383680,相田みつを　名言集,@aidamitsuobot,8月21日,他人の物指し　自分のものさし　それぞれ寸法がちがうんだな,,1,7
1164131863553662976,相田みつを　名言集,@aidamitsuobot,8月21日,これでいいということはないが　これが今の私の精一杯の姿です,,1,6
1164124288032468992,相田みつを　名言集,@aidamitsuobot,8月21日,気が小さくて臆病で人のこと気になって三日もねむれぬこともある　おだてられればいい気になるし　わるくちいわれりゃ腹立つわたし　物欲色欲名誉欲　人間はねぇ欲望のかたまりだな　人間のわたし,,2,9
1164116770589794305,相田みつを　名言集,@aidamitsuobot,8月21日,後じゃできねんだよなあ　今のことは　今しかできぬ,,,3
1164109190857576448,相田みつを　名言集,@aidamitsuobot,8月21日,ともかく具体的に動いてごらん　具体的に動けば具体的な答えが出るから,,,3
1164101660450234368,相田みつを　名言集,@aidamitsuobot,8月21日,アノネ、がんばんなくてもいいからさ、具体的に動くことだね。,,,3
1164094088825589760,相田みつを　名言集,@aidamitsuobot,8月21日,かんのんさまは　どうして　こんなにしずかなの　かなしみに　たえた人だから　どうしてこんなに　やさしいの　ひとの世の　くるしみに　一番泣いた方　だから,,,6
1164086569000562688,相田みつを　名言集,@aidamitsuobot,8月21日,正直者は　ばかをみる　だからといってうそばかりも通らない　世の中単純じゃねんだよなあ,,,5
1164078987556974592,相田みつを　名言集,@aidamitsuobot,8月21日,なんでもいいんだともかく一生懸命やってみることだ　いのちがけでやってみることだそうすれば　人間の不完全さがよくわかる　自分の至らなさが骨身に沁みてよくわかる　頭でなくてからだ全体でよくわかる,,,5
1164071471217401856,相田みつを　名言集,@aidamitsuobot,8月21日,人生の的　ふたつあったらまようよな　ひとつならまようことがない　人生の的はひとつがいい,,,2
1164056361761509376,相田みつを　名言集,@aidamitsuobot,8月21日,自身はなくてうぬぼればかり　はずかしい　はずかしい,,,3
1164048788706619392,相田みつを　名言集,@aidamitsuobot,8月21日,にんげん　一番いやなことは　じぶんがじぶんにうそをいうときだ,,,3
1164041265672929281,相田みつを　名言集,@aidamitsuobot,8月21日,ビリがいるから１位がいる,,,3
1164026177343741953,相田みつを　名言集,@aidamitsuobot,8月21日,いまはなんにも　いわないほうがいい　語らないほうがいい　つらいだろうが　黙っているほうがいい　いえばべんかいになるから,,,7
1164018592985206784,相田みつを　名言集,@aidamitsuobot,8月21日,だれにだってあるんだよ　ひとにはいえないくるしみが　だれにだってあるんだよ　ひとひはいえないかなしみが　ただ　だまっているだけなんだよ　いえばぐちになるから,,11,57
1164011067296497664,相田みつを　名言集,@aidamitsuobot,8月21日,自分の後ろ姿は　自分じゃ見えねんだなあ,,2,6
1163995965465882625,相田みつを　名言集,@aidamitsuobot,8月21日,どんなぐちでも気持ちよく聞いてくれる人　その人はあなたにとって大事な観音さまだ,,2,8
1163988395116261376,相田みつを　名言集,@aidamitsuobot,8月21日,あのときのあの苦しみも　あのときのあの悲しみも　みんな肥料になったんだなあ,,,1
1163980877191213057,相田みつを　名言集,@aidamitsuobot,8月21日,一生勉強　一生青春,,1,5
1163973293721866241,相田みつを　名言集,@aidamitsuobot,8月21日,アレもコレもほしがるなよ,,1,3
1163965769509556224,相田みつを　名言集,@aidamitsuobot,8月21日,アノネ　人間にとって一番大事なものはなにか？そこを原点として考えてゆけば,,,4
1163958191312396288,相田みつを　名言集,@aidamitsuobot,8月20日,因も変り　縁も変る　なにもかも　みんな変ってゆくんだね　人間関係も変ってゆく世の中　無常だから,,,1
1163950673966166016,相田みつを　名言集,@aidamitsuobot,8月20日,自分が自分にいやになるとき　金がほしいのにほしくないようなふりをするとき,,,3
1163943087996993536,相田みつを　名言集,@aidamitsuobot,8月20日,あなたがそこにただいるだけで　その場の空気が明るくなる　あなたがそこにただいるだけで,,,3
1163935560072753152,相田みつを　名言集,@aidamitsuobot,8月20日,うそはいわない　人にこびない　人のかげぐちはいわぬ　わたしにできぬことばかり,,,6
1163920448347729920,相田みつを　名言集,@aidamitsuobot,8月20日,弱きもの人間　欲深きもの人間　偽り多きもの人間　そして人間の私,,,3
1163912888697802752,相田みつを　名言集,@aidamitsuobot,8月20日,途中にいるかぎり中ぶらりん　底まで落ちて足が地に着けば　本当に落ち着く,,,2
1163905354385641472,相田みつを　名言集,@aidamitsuobot,8月20日,人里はなれた　谷間の白百合の花は　誰にも見てもらえないのですが　少しのかけ引きもなく　精一杯の美しさで咲いています,,1,5
1163897791451545600,相田みつを　名言集,@aidamitsuobot,8月20日,「自分の花」　名もない草も実をつける　命いっぱいに自分の花を咲かせて,,2,4
1163882687284703232,相田みつを　名言集,@aidamitsuobot,8月20日,ともかく具体的に動いてごらん　具体的に動けば具体的な答えが出るから,,1,4
1163875151827460096,相田みつを　名言集,@aidamitsuobot,8月20日,待ってもむだなことがある　待ってもだめなこともある　待ってもむなしきことばかり　それでもわたしはじっと待つ,,1,3
1163867591464505347,相田みつを　名言集,@aidamitsuobot,8月20日,あなたの心がきれいだから　何でもきれいに見えるんだなあ,,1,5
1163860049787117568,相田みつを　名言集,@aidamitsuobot,8月20日,気が小さくて臆病で人のこと気になって三日もねむれぬこともある　おだてられればいい気になるし　わるくちいわれりゃ腹立つわたし　物欲色欲名誉欲　人間はねぇ欲望のかたまりだな　人間のわたし,,,3
1163844970849038337,相田みつを　名言集,@aidamitsuobot,8月20日,琴の糸　張りすぎてもダメ　たるんでもダメ　ちょうどいいあんばいのときに　ちょうどいいあんばいの音が出る,,,2
1163837389028020224,相田みつを　名言集,@aidamitsuobot,8月20日,体験してはじめて身につくんだなぁ,,,4
1163829848462151681,相田みつを　名言集,@aidamitsuobot,8月20日,使ったところが強くなる　頭でもからだでも　その反対　使わぬところは,,,2
1163822300128350210,相田みつを　名言集,@aidamitsuobot,8月20日,あなたにめぐり逢えて本当によかった　一人でもいい　心からそう言ってくれる人があれば,,1,7
1163814778017419269,相田みつを　名言集,@aidamitsuobot,8月20日,歩くから道になる　歩かなければ草が生える,,,3
1163807197387640832,相田みつを　名言集,@aidamitsuobot,8月20日,かねかねかねと金追いかけても　行きつくところは一体どこなの?,,,3
1163784572703670272,相田みつを　名言集,@aidamitsuobot,8月20日,めしを喰って静かに息をついていたら　いつの間にか日が暮れて　気がついた時は墓場の中,,,1
1163769475541266432,相田みつを　名言集,@aidamitsuobot,8月20日,アノネ　かんのんさまがみていてくれるよ　なにもかもみんな承知でね　かんのんさまがみていてくれるよ　いいわけやべんかいなんかしなくてもね　かんのんさまがちゃんとみていてくれるよ,,,6
1163761899453857794,相田みつを　名言集,@aidamitsuobot,8月20日,ともかくも　生かされてきて　命あり,,,4
1163754381218467840,相田みつを　名言集,@aidamitsuobot,8月20日,けれど　けれどで　なにもしない,,,1
1163746798684426240,相田みつを　名言集,@aidamitsuobot,8月20日,雨の日には雨の中を　風の日には風の中を,,,1
1163739272735674368,相田みつを　名言集,@aidamitsuobot,8月20日,土の中の水道管　高いビルの下の下水　大事なものは表に出ない,,,1
1163731700750286848,相田みつを　名言集,@aidamitsuobot,8月20日,七転八倒　つまづいたり　ころんだり　するほうが　自然なんだな　にんげんだもの,,1,3
1163724179226497024,相田みつを　名言集,@aidamitsuobot,8月20日,にんげんはねぇ　どんな人でも人それぞれに悩みや苦しみをいっぱい抱えて生きているんだね　ほとけさまにもいえないような悩みと苦しみをね,,,5
1163716604028317696,相田みつを　名言集,@aidamitsuobot,8月20日,できない約束はしないことだな,,,1
1163709082584276992,相田みつを　名言集,@aidamitsuobot,8月20日,途中にいるかぎり中ぶらりん　底まで落ちて足が地に着けば　本当に落ち着く,,,2
1163701500767436805,相田みつを　名言集,@aidamitsuobot,8月20日,ボロは初めに見せておけ　そうすればいつでも天下泰平だ,,,3
1163693974327984128,相田みつを　名言集,@aidamitsuobot,8月20日,やり直しのきかない人生　待った無しの命,,,3
1163686403877691392,相田みつを　名言集,@aidamitsuobot,8月20日,一生勉強　一生青春,,,1
1163678876758753280,相田みつを　名言集,@aidamitsuobot,8月20日,うそはいわない　人にこびない　人のかげぐちはいわぬ　わたしにできぬことばかり,,,2
1163663788903526400,相田みつを　名言集,@aidamitsuobot,8月20日,人間追いつめられてはじめて本音を吐く　その時どんな本音を吐くかそれが大事,,,2
1163648679829372928,相田みつを　名言集,@aidamitsuobot,8月20日,アノネ　人間にとって一番大事なものはなにか？そこを原点として考えてゆけば,,,2
1163641105499357184,相田みつを　名言集,@aidamitsuobot,8月20日,あれもほしい　これもほしい　ああなりたい　こうなりたい　欲望いっぱいのこの自分　そういう自分の運転手は自分,,,1
1163633577008853001,相田みつを　名言集,@aidamitsuobot,8月20日,我慢をするんだよ　我慢をするんだよ　悔しいだろうがね　そこを我慢するんだよ,,,3
1163618492601389057,相田みつを　名言集,@aidamitsuobot,8月20日,あなたの心がきれいだから　何でもきれいに見えるんだなあ,,1,4
1163610906376327169,相田みつを　名言集,@aidamitsuobot,8月20日,うつくしいものを美しいと思える　あなたの心が美しい,,,1
1163603378917634048,相田みつを　名言集,@aidamitsuobot,8月20日,よくまわっているほどコマはしずかなんだな,,,2
1163595805694951425,相田みつを　名言集,@aidamitsuobot,8月19日,「自分の花」　名もない草も実をつける　命いっぱいに自分の花を咲かせて,,,3
1163580698281701376,相田みつを　名言集,@aidamitsuobot,8月19日,あんなにしてやったのに「のに」がつくとぐちがでる,,,1
1163573170097405952,相田みつを　名言集,@aidamitsuobot,8月19日,いいことは　おかげさま　悪いことは　身から出たさび,,,1
1163550499305508864,相田みつを　名言集,@aidamitsuobot,8月19日,だれにだってあるんだよ　ひとにはいえないくるしみが　だれにだってあるんだよ　ひとひはいえないかなしみが　ただ　だまっているだけなんだよ　いえばぐちになるから,,1,4
1163542965924446208,相田みつを　名言集,@aidamitsuobot,8月19日,枯れたすすきがまだ美しいのは　いのちいっぱい一生けんめいに生きてきたからだ,,,
1163535400779931648,相田みつを　名言集,@aidamitsuobot,8月19日,あなたがそこにただいるだけで　その場の空気が明るくなる　あなたがそこにただいるだけで,,,
1163527868284096517,相田みつを　名言集,@aidamitsuobot,8月19日,金が人生のすべてではないが　有れば便利　無いと不便です　便利のほうがいいなあ,,,1
1163520302678044679,相田みつを　名言集,@aidamitsuobot,8月19日,おだてられればいい気になるし　わるくちいわれりゃ腹たつわたし,,,1
1163512762355445762,相田みつを　名言集,@aidamitsuobot,8月19日,やりなおしが　きかねんだなぁ　人生というものは,,1,5
1163497659392385030,相田みつを　名言集,@aidamitsuobot,8月19日,道は一本　単純でまッ直ぐがいい　何かを欲しがると　欲しがったところが曲がる　道は一本まっすぐがいい,,,2
1163490100904255491,相田みつを　名言集,@aidamitsuobot,8月19日,いまはなんにも　いわないほうがいい　語らないほうがいい　つらいだろうが　黙っているほうがいい　いえばべんかいになるから,,,2
1163482578591969281,相田みつを　名言集,@aidamitsuobot,8月19日,あのねぇ　財産　肩書き　地位　名誉　その他　自分についている誇り高き飾り物をみんな落としてすっぱだかになってごらん　人間としての本当の自分がわかるから,,2,4
1163475004446527488,相田みつを　名言集,@aidamitsuobot,8月19日,ボロは初めに見せておけ　そうすればいつでも天下泰平だ,,,1
1163467464161710082,相田みつを　名言集,@aidamitsuobot,8月19日,なんにも欲しがらぬときが　一番強い,,,
1163459910652190721,相田みつを　名言集,@aidamitsuobot,8月19日,アノネ　ひとのことじゃないんだよ　じぶんのことだよ,,,1
1163452389262671874,相田みつを　名言集,@aidamitsuobot,8月19日,毎日毎日の足跡が　おのずから人生の答を出す　きれいな足跡には　きれいな水がたまる,,,1
1163444809958166529,相田みつを　名言集,@aidamitsuobot,8月19日,慣れるな　なれるな　どんなことにも慣れるな　慣れると感動がなくなるから,,,2
1163437293610213376,相田みつを　名言集,@aidamitsuobot,8月19日,自分が自分にいやになるとき　金がほしいのにほしくないようなふりをするとき,,,2
1163429711004831744,相田みつを　名言集,@aidamitsuobot,8月19日,にんげんはねぇ　どんな人でも人それぞれに悩みや苦しみをいっぱい抱えて生きているんだね　ほとけさまにもいえないような悩みと苦しみをね,,,5
1163422187102953474,相田みつを　名言集,@aidamitsuobot,8月19日,考えてばかりいると　日が暮れちゃうよ,,,3
1163414609547497473,相田みつを　名言集,@aidamitsuobot,8月19日,うそはいわない　人にこびない　人のかげぐちはいわぬ　わたしにできぬことばかり,,,1
1163391995651321857,相田みつを　名言集,@aidamitsuobot,8月19日,やり直しのきかない人生　待った無しの命,,,2
1163384413956128768,相田みつを　名言集,@aidamitsuobot,8月19日,負ける人のおかげで　勝てるんだよな,,1,5
1163376887759945728,相田みつを　名言集,@aidamitsuobot,8月19日,人の為と書いて偽りと読むんだよなー,,,4
1163369311899021312,相田みつを　名言集,@aidamitsuobot,8月19日,七転八倒　つまづいたり　ころんだり　するほうが　自然なんだな　にんげんだもの,,,4
1163361792216596480,相田みつを　名言集,@aidamitsuobot,8月19日,おたがいになぁ　不完全　欠点だらけの　にんげんですがね,,,4
1163354213847453697,相田みつを　名言集,@aidamitsuobot,8月19日,転んだっていいじゃないか。人間だもの。,,,3
1163339114650824704,相田みつを　名言集,@aidamitsuobot,8月19日,一生勉強　一生青春,,,3
1163331588186243073,相田みつを　名言集,@aidamitsuobot,8月19日,土の中の水道管　高いビルの下の下水　大事なものは表に出ない,,,2
1163324013633888256,相田みつを　名言集,@aidamitsuobot,8月19日,けれど　けれどで　なにもしない,,,1
1163316493041299456,相田みつを　名言集,@aidamitsuobot,8月19日,弱きもの人間　欲深きもの人間　偽り多きもの人間　そして人間の私,,1,4
1163301401906204674,相田みつを　名言集,@aidamitsuobot,8月19日,人間追いつめられてはじめて本音を吐く　その時どんな本音を吐くかそれが大事,,,2
1163293817430138881,相田みつを　名言集,@aidamitsuobot,8月19日,かねかねかねと金追いかけても　行きつくところは一体どこなの?,,,2
1163286289233281024,相田みつを　名言集,@aidamitsuobot,8月19日,だれにだってあるんだよ　ひとにはいえないくるしみが　だれにだってあるんだよ　ひとひはいえないかなしみが　ただ　だまっているだけなんだよ　いえばぐちになるから,,,3
1163278718992650240,相田みつを　名言集,@aidamitsuobot,8月19日,ともかくも　生かされてきて　命あり,,1,7
1163263616117690368,相田みつを　名言集,@aidamitsuobot,8月19日,うばいあえば足らぬ　分け合えば余まる,,1,4
1163248519261458433,相田みつを　名言集,@aidamitsuobot,8月19日,あなたにめぐり逢えて本当によかった　一人でもいい　心からそう言ってくれる人があれば,,3,9
1163240992188727296,相田みつを　名言集,@aidamitsuobot,8月19日,他人の物指し　自分のものさし　それぞれ寸法がちがうんだな,,,1
1163233418835972097,相田みつを　名言集,@aidamitsuobot,8月18日,悲しいときは全身で悲しみ　嬉しいときには手放しで喜ぶ　そういう人間で私はありたい,,,3
1163225896737579008,相田みつを　名言集,@aidamitsuobot,8月18日,うつくしいものを美しいと思える　あなたの心が美しい,,,3
1163218310525120512,相田みつを　名言集,@aidamitsuobot,8月18日,正直者は　ばかをみる　だからといってうそばかりも通らない　世の中単純じゃねんだよなあ,,1,3
1163210783888564224,相田みつを　名言集,@aidamitsuobot,8月18日,アノネ、がんばんなくてもいいからさ、具体的に動くことだね。,,,3
1163203211370516480,相田みつを　名言集,@aidamitsuobot,8月18日,「自分の花」　名もない草も実をつける　命いっぱいに自分の花を咲かせて,,,1
1163195669487579137,相田みつを　名言集,@aidamitsuobot,8月18日,うそはいわない　人にこびない　人のかげぐちはいわぬ　わたしにできぬことばかり,,,1
1163188112404537344,相田みつを　名言集,@aidamitsuobot,8月18日,セトモノとセトモノとぶつかりっこするとすぐこわれちゃう　どっちかやわらかければ　だいじょうぶ　やわらかいこころセトモノとセトモノとぶつかりっこするとすぐこわれちゃう　どっちかやわらかければ　だいじょうぶ　やわらかいこころを　持ちましょう,,,1
1163180578742530048,相田みつを　名言集,@aidamitsuobot,8月18日,がまんをするんだよ　がまんをするんだよ　くやしいだろうがね　そこをがまんをするんだよ　そうすれば　人のかなしみやくるしみがよくわかってくるから,,1,2
1163165479738888193,相田みつを　名言集,@aidamitsuobot,8月18日,おだてられればいい気になるし　わるくちいわれりゃ腹たつわたし,,,1
1163157913596129280,相田みつを　名言集,@aidamitsuobot,8月18日,毎日毎日の足跡が　おのずから人生の答を出す　きれいな足跡には　きれいな水がたまる,,,1
1163150378872922112,相田みつを　名言集,@aidamitsuobot,8月18日,できない約束はしないことだな,,,1
1163142814630236161,相田みつを　名言集,@aidamitsuobot,8月18日,身近な人の死に逢うたびに　私は人間の命のはかなさにガクゼンとします　この世に人間として生きている尊さを骨身にしみて感じるとき　私には仕事への闘志が湧いてきます,,,1
1163135273850437633,相田みつを　名言集,@aidamitsuobot,8月18日,七転八倒　つまづいたり　ころんだり　するほうが　自然なんだな　にんげんだもの,,,1
1163127716620599296,相田みつを　名言集,@aidamitsuobot,8月18日,やり直しのきかない人生　待った無しの命,,3,9
1163120191259103232,相田みつを　名言集,@aidamitsuobot,8月18日,あなたがそこにただいるだけで　その場の空気が明るくなる　あなたがそこにただいるだけで,,1,9
1163097522589462528,相田みつを　名言集,@aidamitsuobot,8月18日,弱きもの人間　欲深きもの人間　偽り多きもの人間　そして人間の私,,,2
1163090001300557824,相田みつを　名言集,@aidamitsuobot,8月18日,無理をしないで　なまけない　私は弱い人間だから,,,4
1163082422847565826,相田みつを　名言集,@aidamitsuobot,8月18日,自身はなくてうぬぼればかり　はずかしい　はずかしい,,1,2
1163074907447517184,相田みつを　名言集,@aidamitsuobot,8月18日,土の中の水道管　高いビルの下の下水　大事なものは表に出ない,,,3
1163067325106413569,相田みつを　名言集,@aidamitsuobot,8月18日,いいことは　おかげさま　悪いことは　身から出たさび,,2,7
1163059799933669377,相田みつを　名言集,@aidamitsuobot,8月18日,因も変り　縁も変る　なにもかも　みんな変ってゆくんだね　人間関係も変ってゆく世の中　無常だから,,,2
1163052224617971715,相田みつを　名言集,@aidamitsuobot,8月18日,にんげんはねぇ　どんな人でも人それぞれに悩みや苦しみをいっぱい抱えて生きているんだね　ほとけさまにもいえないような悩みと苦しみをね,,,4
1163044703429783552,相田みつを　名言集,@aidamitsuobot,8月18日,我慢をするんだよ　我慢をするんだよ　悔しいだろうがね　そこを我慢するんだよ,,1,4
1163037124976771072,相田みつを　名言集,@aidamitsuobot,8月18日,あのときのあの苦しみも　あのときのあの悲しみも　みんな肥料になったんだなあ,,,3
1163029607672500224,相田みつを　名言集,@aidamitsuobot,8月18日,あんなにしてやったのに「のに」がつくとぐちがでる,,,2
1163022026925195266,相田みつを　名言集,@aidamitsuobot,8月18日,アノネ　ひとのことじゃないんだよ　じぶんのことだよ,,,1
1163006925828526080,相田みつを　名言集,@aidamitsuobot,8月18日,昨日までの自分を否定し　今日の自分に生きる　今日新たに生まれ変わる,,1,2
1162991827848323072,相田みつを　名言集,@aidamitsuobot,8月18日,歩くから道になる　歩かなければ草が生える,,,2
1162984307205345282,相田みつを　名言集,@aidamitsuobot,8月18日,ボロは初めに見せておけ　そうすればいつでも天下泰平だ,,,4
1162976728542695424,相田みつを　名言集,@aidamitsuobot,8月18日,にんげんはねぇ　人から点数をつけられるために　この世に生まれてきたのでないんだよ　にんげんがさき点数はあと,,,4
1162969197934026753,相田みつを　名言集,@aidamitsuobot,8月18日,どうでもいいものは　どうでもいいんだよ　いちばん大事なことに　一番大事ないのちをかけてゆくことだ,,2,9
1162961629354422272,相田みつを　名言集,@aidamitsuobot,8月18日,だれにだってあるんだよ　ひとにはいえないくるしみが　だれにだってあるんだよ　ひとひはいえないかなしみが　ただ　だまっているだけなんだよ　いえばぐちになるから,,1,5
1162954102860423168,相田みつを　名言集,@aidamitsuobot,8月18日,うつくしいものを美しいと思える　あなたの心が美しい,,,4
1162946529243459584,相田みつを　名言集,@aidamitsuobot,8月18日,おだてられればいい気になるし　わるくちいわれりゃ腹たつわたし,,,
1162931430135074817,相田みつを　名言集,@aidamitsuobot,8月18日,一生勉強　一生青春,,,4
1162923900625248256,相田みつを　名言集,@aidamitsuobot,8月18日,琴の糸　張りすぎてもダメ　たるんでもダメ　ちょうどいいあんばいのときに　ちょうどいいあんばいの音が出る,,,2
1162916327050190848,相田みつを　名言集,@aidamitsuobot,8月18日,あなたにめぐり逢えて本当によかった　一人でもいい　心からそう言ってくれる人があれば,,,7
1162901227870412800,相田みつを　名言集,@aidamitsuobot,8月18日,ともかくも　生かされてきて　命あり,,,1
1162893714290642947,相田みつを　名言集,@aidamitsuobot,8月18日,自身はなくてうぬぼればかり　はずかしい　はずかしい,,,2
1162878606617350144,相田みつを　名言集,@aidamitsuobot,8月18日,あなたの心がきれいだから　何でもきれいに見えるんだなあ,,,4
1162871032010555392,相田みつを　名言集,@aidamitsuobot,8月17日,体験してはじめて身につくんだなぁ,,,1
1162863509694107648,相田みつを　名言集,@aidamitsuobot,8月17日,そのうち　そのうち　べんかいしながら　日がくれる,,,1
1162855925452922880,相田みつを　名言集,@aidamitsuobot,8月17日,いまはなんにも　いわないほうがいい　語らないほうがいい　つらいだろうが　黙っているほうがいい　いえばべんかいになるから,,,1
1162848394932391936,相田みつを　名言集,@aidamitsuobot,8月17日,アノネ　人間にとって一番大事なものはなにか？そこを原点として考えてゆけば,,,2
1162840823580356608,相田みつを　名言集,@aidamitsuobot,8月17日,身近な人の死に逢うたびに　私は人間の命のはかなさにガクゼンとします　この世に人間として生きている尊さを骨身にしみて感じるとき　私には仕事への闘志が湧いてきます,,,2
1162833281563295744,相田みつを　名言集,@aidamitsuobot,8月17日,負ける人のおかげで　勝てるんだよな,,1,5
1162818186674262016,相田みつを　名言集,@aidamitsuobot,8月17日,待ってもむだなことがある　待ってもだめなこともある　待ってもむなしきことばかり　それでもわたしはじっと待つ,,,1
1162810626990731265,相田みつを　名言集,@aidamitsuobot,8月17日,ビリがいるから１位がいる,,,1
1162795525806014464,相田みつを　名言集,@aidamitsuobot,8月17日,なみだで　あらわれるたびに　まなこがふかくなり　うれいがふかくなる,,1,5
1162787989149192192,相田みつを　名言集,@aidamitsuobot,8月17日,他人の物指し　自分のものさし　それぞれ寸法がちがうんだな,,1,8
1162780427712520192,相田みつを　名言集,@aidamitsuobot,8月17日,なんにも欲しがらぬときが　一番強い,,1,5
1162772885787668481,相田みつを　名言集,@aidamitsuobot,8月17日,アノネ、がんばんなくてもいいからさ、具体的に動くことだね。,,1,7
1162765327282737152,相田みつを　名言集,@aidamitsuobot,8月17日,使ったところが強くなる　頭でもからだでも　その反対　使わぬところは,,1,5
1162750228333596675,相田みつを　名言集,@aidamitsuobot,8月17日,おさいせん　百円玉一つ　ぽんと投げて　手を合わす　おねがいことの多いこと,,1,3
1162742687302217730,相田みつを　名言集,@aidamitsuobot,8月17日,ぐちをこぼしてゆくんだね　なみだをながしてゆくんだね　だれにも気がねはいらぬから　えんりょしなくていいんですよ　ぐちをこぼしてゆくがいい　なみだをながしてゆくがいい,,,1
1162735132588953601,相田みつを　名言集,@aidamitsuobot,8月17日,人間はねぇ　自分よりも人のほうがよくなると　おもしろくねんだなぁ　人間のわたし,,,1
1162727610335420416,相田みつを　名言集,@aidamitsuobot,8月17日,うそはいわない　人にこびない　人のかげぐちはいわぬ　わたしにできぬことばかり,,1,7
1162720036089319425,相田みつを　名言集,@aidamitsuobot,8月17日,後じゃできねんだよなあ　今のことは　今しかできぬ,,,2
1162712521523879936,相田みつを　名言集,@aidamitsuobot,8月17日,人間追いつめられてはじめて本音を吐く　その時どんな本音を吐くかそれが大事,,,4
1162704936792014848,相田みつを　名言集,@aidamitsuobot,8月17日,めしを喰って静かに息をついていたら　いつの間にか日が暮れて　気がついた時は墓場の中,,,1
