ツイートID,名前,ユーザー名,投稿日,本文,返信数,リツイート数,いいね数
1161043985944608769,相田みつを　名言集,@aidamitsuobot,8月12日,自分の後ろ姿は　自分じゃ見えねんだなあ,,,4
1161036456896241665,相田みつを　名言集,@aidamitsuobot,8月12日,後じゃできねんだよなあ　今のことは　今しかできぬ,,,2
1161028888861921280,相田みつを　名言集,@aidamitsuobot,8月12日,人生の的　ふたつあったらまようよな　ひとつならまようことがない　人生の的はひとつがいい,,,4
1161021342088454144,相田みつを　名言集,@aidamitsuobot,8月12日,みかんには みかんの味があり りんごには りんごの美しさがある　しあわせは　いつもじぶんのこころが　きめる,,,1
1161013787534565378,相田みつを　名言集,@aidamitsuobot,8月12日,弱きもの人間　欲深きもの人間　偽り多きもの人間　そして人間の私,,,1
1161006249254592512,相田みつを　名言集,@aidamitsuobot,8月12日,アノネ　ひとのことじゃないんだよ　じぶんのことだよ,,,1
1160998685670461441,相田みつを　名言集,@aidamitsuobot,8月12日,おたがいになぁ　不完全　欠点だらけの　にんげんですがね,,1,4
1160991151660261376,相田みつを　名言集,@aidamitsuobot,8月12日,どうでもいいものは　どうでもいいんだよ　いちばん大事なことに　一番大事ないのちをかけてゆくことだ,,,3
1160976052316827655,相田みつを　名言集,@aidamitsuobot,8月12日,いまはなんにも　いわないほうがいい　語らないほうがいい　つらいだろうが　黙っているほうがいい　いえばべんかいになるから,,1,6
1160968485914079232,相田みつを　名言集,@aidamitsuobot,8月12日,琴の糸　張りすぎてもダメ　たるんでもダメ　ちょうどいいあんばいのときに　ちょうどいいあんばいの音が出る,,,1
1160960945155297280,相田みつを　名言集,@aidamitsuobot,8月12日,因も変り　縁も変る　なにもかも　みんな変ってゆくんだね　人間関係も変ってゆく世の中　無常だから,,1,2
1160953387807940612,相田みつを　名言集,@aidamitsuobot,8月12日,毎日毎日の足跡が　おのずから人生の答を出す　きれいな足跡には　きれいな水がたまる,,,3
1160945867752218625,相田みつを　名言集,@aidamitsuobot,8月12日,途中にいるかぎり中ぶらりん　底まで落ちて足が地に着けば　本当に落ち着く,,,1
1160938287948656642,相田みつを　名言集,@aidamitsuobot,8月12日,土の中の水道管　高いビルの下の下水　大事なものは表に出ない,,,1
1160923197329432577,相田みつを　名言集,@aidamitsuobot,8月12日,おさいせん　百円玉一つ　ぽんと投げて　手を合わす　おねがいことの多いこと,,,2
1160915672664141824,相田みつを　名言集,@aidamitsuobot,8月12日,わかってたまるか　人に踏まれてばかりいる　雑草のくるしみが,,,2
1160908094877999106,相田みつを　名言集,@aidamitsuobot,8月12日,アノネ、がんばんなくてもいいからさ、具体的に動くことだね。,,,2
1160900581210218496,相田みつを　名言集,@aidamitsuobot,8月12日,だれにだってあるんだよ　ひとにはいえないくるしみが　だれにだってあるんだよ　ひとひはいえないかなしみが　ただ　だまっているだけなんだよ　いえばぐちになるから,,1,7
1160892997602426881,相田みつを　名言集,@aidamitsuobot,8月12日,どんなぐちでも気持ちよく聞いてくれる人　その人はあなたにとって大事な観音さまだ,,,2
1160877897445302272,相田みつを　名言集,@aidamitsuobot,8月12日,あんなにしてやったのに「のに」がつくとぐちがでる,,,2
1160870372209643520,相田みつを　名言集,@aidamitsuobot,8月12日,使ったところが強くなる　頭でもからだでも　その反対　使わぬところは,,,3
1160862797552476161,相田みつを　名言集,@aidamitsuobot,8月12日,強がりなんかいうことないよ　やせがまんなどすることないよ　だれにえんりょなんかいるもんか　声をかぎりに泣くがいい　ただひたすらになけばいい,,,4
1160855281393270784,相田みつを　名言集,@aidamitsuobot,8月12日,無理をしないで　なまけない　私は弱い人間だから,,,3
1160847698376847361,相田みつを　名言集,@aidamitsuobot,8月12日,子供に一首　どのような道をどのように　歩くともいのちいっぱいにいきてればいいぞ,,,3
1160840173115994112,相田みつを　名言集,@aidamitsuobot,8月12日,七転八倒　つまづいたり　ころんだり　するほうが　自然なんだな　にんげんだもの,,,4
1160832600409137152,相田みつを　名言集,@aidamitsuobot,8月12日,あのときのあの苦しみも　あのときのあの悲しみも　みんな肥料になったんだなあ,,1,3
1160825080479227906,相田みつを　名言集,@aidamitsuobot,8月12日,人生の的　ふたつあったらまようよな　ひとつならまようことがない　人生の的はひとつがいい,,1,3
1160809981697875968,相田みつを　名言集,@aidamitsuobot,8月12日,慣れるな　なれるな　どんなことにも慣れるな　慣れると感動がなくなるから,,,3
1160802399834890240,相田みつを　名言集,@aidamitsuobot,8月12日,ともかくも　生かされてきて　命あり,,,3
1160794873076654080,相田みつを　名言集,@aidamitsuobot,8月12日,セトモノとセトモノとぶつかりっこするとすぐこわれちゃう　どっちかやわらかければ　だいじょうぶ　やわらかいこころセトモノとセトモノとぶつかりっこするとすぐこわれちゃう　どっちかやわらかければ　だいじょうぶ　やわらかいこころを　持ちましょう,,1,8
1160787300546039808,相田みつを　名言集,@aidamitsuobot,8月12日,人間はねぇ　自分よりも人のほうがよくなると　おもしろくねんだなぁ　人間のわたし,,,7
1160779774500859905,相田みつを　名言集,@aidamitsuobot,8月12日,負ける人のおかげで　勝てるんだよな,,,4
1160772199034150913,相田みつを　名言集,@aidamitsuobot,8月12日,考えてばかりいると　日が暮れちゃうよ,,,5
1160764686742114304,相田みつを　名言集,@aidamitsuobot,8月12日,転んだっていいじゃないか。人間だもの。,,2,11
1160757099099410434,相田みつを　名言集,@aidamitsuobot,8月12日,正直者は　ばかをみる　だからといってうそばかりも通らない　世の中単純じゃねんだよなあ,,,3
1160742004239634432,相田みつを　名言集,@aidamitsuobot,8月12日,ぐちをこぼしてゆくんだね　なみだをながしてゆくんだね　だれにも気がねはいらぬから　えんりょしなくていいんですよ　ぐちをこぼしてゆくがいい　なみだをながしてゆくがいい,,,4
1160734475929604097,相田みつを　名言集,@aidamitsuobot,8月12日,アノネ　かんのんさまがみていてくれるよ　なにもかもみんな承知でね　かんのんさまがみていてくれるよ　いいわけやべんかいなんかしなくてもね　かんのんさまがちゃんとみていてくれるよ,,,5
1160726900207054848,相田みつを　名言集,@aidamitsuobot,8月12日,にんげんはねぇ　どんな人でも人それぞれに悩みや苦しみをいっぱい抱えて生きているんだね　ほとけさまにもいえないような悩みと苦しみをね,,1,11
1160711802788859904,相田みつを　名言集,@aidamitsuobot,8月12日,因も変り　縁も変る　なにもかも　みんな変ってゆくんだね　人間関係も変ってゆく世の中　無常だから,,4,6
1160704275451826176,相田みつを　名言集,@aidamitsuobot,8月12日,がまんをするんだよ　がまんをするんだよ　くやしいだろうがね　そこをがまんをするんだよ　そうすれば　人のかなしみやくるしみがよくわかってくるから,,,3
1160696702724005888,相田みつを　名言集,@aidamitsuobot,8月11日,なんでもいいんだともかく一生懸命やってみることだ　いのちがけでやってみることだそうすれば　人間の不完全さがよくわかる　自分の至らなさが骨身に沁みてよくわかる　頭でなくてからだ全体でよくわかる,,2,7
1160689184132087808,相田みつを　名言集,@aidamitsuobot,8月11日,アレもコレもほしがるなよ,,1,4
1160681595457511424,相田みつを　名言集,@aidamitsuobot,8月11日,夢はでっかく　根はふかく,,1,5
1160674070297366529,相田みつを　名言集,@aidamitsuobot,8月11日,あれもほしい　これもほしい　ああなりたい　こうなりたい　欲望いっぱいのこの自分　そういう自分の運転手は自分,,,3
1160651395663462400,相田みつを　名言集,@aidamitsuobot,8月11日,他人の物指し　自分のものさし　それぞれ寸法がちがうんだな,,,4
1160636298446532608,相田みつを　名言集,@aidamitsuobot,8月11日,道は一本　単純でまッ直ぐがいい　何かを欲しがると　欲しがったところが曲がる　道は一本まっすぐがいい,,,2
1160621198427881472,相田みつを　名言集,@aidamitsuobot,8月11日,ともかく具体的に動いてごらん　具体的に動けば具体的な答えが出るから,,,2
1160613661674577921,相田みつを　名言集,@aidamitsuobot,8月11日,無理をしないで　なまけない　私は弱い人間だから,,,4
1160606100682448898,相田みつを　名言集,@aidamitsuobot,8月11日,あのねぇ　財産　肩書き　地位　名誉　その他　自分についている誇り高き飾り物をみんな落としてすっぱだかになってごらん　人間としての本当の自分がわかるから,,,1
1160598557881012225,相田みつを　名言集,@aidamitsuobot,8月11日,「自分の花」　名もない草も実をつける　命いっぱいに自分の花を咲かせて,1,3,8
1160583476434726916,相田みつを　名言集,@aidamitsuobot,8月11日,身からでたサビだなあ　身に覚えがあるよ,,,2
1160568357994651648,相田みつを　名言集,@aidamitsuobot,8月11日,なんにも欲しがらぬときが　一番強い,,,4
1160560810621460480,相田みつを　名言集,@aidamitsuobot,8月11日,いまはなんにも　いわないほうがいい　語らないほうがいい　つらいだろうが　黙っているほうがいい　いえばべんかいになるから,,,3
1160545710183309313,相田みつを　名言集,@aidamitsuobot,8月11日,金が人生のすべてではないが　有れば便利　無いと不便です　便利のほうがいいなあ,,1,2
1160538188730916865,相田みつを　名言集,@aidamitsuobot,8月11日,考えてばかりいると　日が暮れちゃうよ,,2,9
1160530610063994880,相田みつを　名言集,@aidamitsuobot,8月11日,人里はなれた　谷間の白百合の花は　誰にも見てもらえないのですが　少しのかけ引きもなく　精一杯の美しさで咲いています,,,4
1160523087890112512,相田みつを　名言集,@aidamitsuobot,8月11日,あんなにしてやったのに「のに」がつくとぐちがでる,,,2
1160507985153552384,相田みつを　名言集,@aidamitsuobot,8月11日,身近な人の死に逢うたびに　私は人間の命のはかなさにガクゼンとします　この世に人間として生きている尊さを骨身にしみて感じるとき　私には仕事への闘志が湧いてきます,,1,5
1160500409212915712,相田みつを　名言集,@aidamitsuobot,8月11日,どんなぐちでも気持ちよく聞いてくれる人　その人はあなたにとって大事な観音さまだ,,1,8
1160492892286152705,相田みつを　名言集,@aidamitsuobot,8月11日,人生の的　ふたつあったらまようよな　ひとつならまようことがない　人生の的はひとつがいい,,1,6
1160485309978517504,相田みつを　名言集,@aidamitsuobot,8月11日,あなたにめぐり逢えて本当によかった　一人でもいい　心からそう言ってくれる人があれば,,1,7
1160470213143363585,相田みつを　名言集,@aidamitsuobot,8月11日,ビリがいるから１位がいる,,,3
1160455109882462208,相田みつを　名言集,@aidamitsuobot,8月11日,使ったところが強くなる　頭でもからだでも　その反対　使わぬところは,,,3
1160432483596304384,相田みつを　名言集,@aidamitsuobot,8月11日,やり直しのきかない人生　待った無しの命,,,3
1160424910436442113,相田みつを　名言集,@aidamitsuobot,8月11日,おだてられればいい気になるし　わるくちいわれりゃ腹たつわたし,,,4
1160417389055361024,相田みつを　名言集,@aidamitsuobot,8月11日,いいことは　おかげさま　悪いことは　身から出たさび,,,4
1160402297563672576,相田みつを　名言集,@aidamitsuobot,8月11日,土の中の水道管　高いビルの下の下水　大事なものは表に出ない,,,3
1160387187386589187,相田みつを　名言集,@aidamitsuobot,8月11日,できない約束はしないことだな,,,3
1160364515847860226,相田みつを　名言集,@aidamitsuobot,8月11日,身からでたサビだなあ　身に覚えがあるよ,,,1
1160356998539431937,相田みつを　名言集,@aidamitsuobot,8月11日,待ってもむだなことがある　待ってもだめなこともある　待ってもむなしきことばかり　それでもわたしはじっと待つ,,1,2
1160349413291638784,相田みつを　名言集,@aidamitsuobot,8月11日,後じゃできねんだよなあ　今のことは　今しかできぬ,,,3
1160341888550858752,相田みつを　名言集,@aidamitsuobot,8月11日,因も変り　縁も変る　なにもかも　みんな変ってゆくんだね　人間関係も変ってゆく世の中　無常だから,,,1
1160334316833869824,相田みつを　名言集,@aidamitsuobot,8月10日,あのねぇ　財産　肩書き　地位　名誉　その他　自分についている誇り高き飾り物をみんな落としてすっぱだかになってごらん　人間としての本当の自分がわかるから,,,2
1160326793586307074,相田みつを　名言集,@aidamitsuobot,8月10日,毎日毎日の足跡が　おのずから人生の答を出す　きれいな足跡には　きれいな水がたまる,,1,3
1160319208481103872,相田みつを　名言集,@aidamitsuobot,8月10日,あのねぇ　どんなに上手なべんかいをしてもね　べんかいはやっぱり　べんかいなんだよなぁ,,,4
1160311682658267136,相田みつを　名言集,@aidamitsuobot,8月10日,よくまわっているほどコマはしずかなんだな,,,2
1160304110404431872,相田みつを　名言集,@aidamitsuobot,8月10日,あんなにしてやったのに「のに」がつくとぐちがでる,,,7
1160296565845532672,相田みつを　名言集,@aidamitsuobot,8月10日,身近な人の死に逢うたびに　私は人間の命のはかなさにガクゼンとします　この世に人間として生きている尊さを骨身にしみて感じるとき　私には仕事への闘志が湧いてきます,,,3
1160289010209546241,相田みつを　名言集,@aidamitsuobot,8月10日,一生勉強　一生青春,,,1
1160273910765457408,相田みつを　名言集,@aidamitsuobot,8月10日,道は一本　単純でまッ直ぐがいい　何かを欲しがると　欲しがったところが曲がる　道は一本まっすぐがいい,,,1
1160266374356205568,相田みつを　名言集,@aidamitsuobot,8月10日,できない約束はしないことだな,,,1
1160258809396228096,相田みつを　名言集,@aidamitsuobot,8月10日,かねかねかねと金追いかけても　行きつくところは一体どこなの?,,,1
1160251274199097344,相田みつを　名言集,@aidamitsuobot,8月10日,子供に一首　どのような道をどのように　歩くともいのちいっぱいにいきてればいいぞ,,,1
1160243713538269184,相田みつを　名言集,@aidamitsuobot,8月10日,他人の物指し　自分のものさし　それぞれ寸法がちがうんだな,,,1
1160236168102809601,相田みつを　名言集,@aidamitsuobot,8月10日,ともかくも　生かされてきて　命あり,,,1
1160228610331926528,相田みつを　名言集,@aidamitsuobot,8月10日,歩くから道になる　歩かなければ草が生える,1,,1
1160221090523648000,相田みつを　名言集,@aidamitsuobot,8月10日,無理をしないで　なまけない　私は弱い人間だから,,,2
1160205972339478530,相田みつを　名言集,@aidamitsuobot,8月10日,おさいせん　百円玉一つ　ぽんと投げて　手を合わす　おねがいことの多いこと,,,2
1160190898073821185,相田みつを　名言集,@aidamitsuobot,8月10日,にんげんはねぇ　人から点数をつけられるために　この世に生まれてきたのでないんだよ　にんげんがさき点数はあと,,,4
1160183321722142720,相田みつを　名言集,@aidamitsuobot,8月10日,枯れたすすきがまだ美しいのは　いのちいっぱい一生けんめいに生きてきたからだ,,,2
1160168220143181825,相田みつを　名言集,@aidamitsuobot,8月10日,にんげん　一番いやなことは　じぶんがじぶんにうそをいうときだ,,2,3
1160160697172369408,相田みつを　名言集,@aidamitsuobot,8月10日,どうでもいいものは　どうでもいいんだよ　いちばん大事なことに　一番大事ないのちをかけてゆくことだ,,,1
1160153121152126976,相田みつを　名言集,@aidamitsuobot,8月10日,夢はでっかく　根はふかく,,,
1160145599930331136,相田みつを　名言集,@aidamitsuobot,8月10日,自身はなくてうぬぼればかり　はずかしい　はずかしい,,,2
1160130503619465216,相田みつを　名言集,@aidamitsuobot,8月10日,悲しいときは全身で悲しみ　嬉しいときには手放しで喜ぶ　そういう人間で私はありたい,,2,6
1160122923639721984,相田みつを　名言集,@aidamitsuobot,8月10日,かんのんさまは　どうして　こんなにしずかなの　かなしみに　たえた人だから　どうしてこんなに　やさしいの　ひとの世の　くるしみに　一番泣いた方　だから,,,2
1160115395031814145,相田みつを　名言集,@aidamitsuobot,8月10日,弱きもの人間　欲深きもの人間　偽り多きもの人間　そして人間の私,,2,6
1160100301245800448,相田みつを　名言集,@aidamitsuobot,8月10日,転んだっていいじゃないか。人間だもの。,,1,7
1160092725187710978,相田みつを　名言集,@aidamitsuobot,8月10日,ともかく具体的に動いてごらん　具体的に動けば具体的な答えが出るから,,1,5
1160085204393840640,相田みつを　名言集,@aidamitsuobot,8月10日,ぐちをこぼしてゆくんだね　なみだをながしてゆくんだね　だれにも気がねはいらぬから　えんりょしなくていいんですよ　ぐちをこぼしてゆくがいい　なみだをながしてゆくがいい,,,1
1160077624896442369,相田みつを　名言集,@aidamitsuobot,8月10日,人間はねぇ　自分よりも人のほうがよくなると　おもしろくねんだなぁ　人間のわたし,,,4
1160070094187220993,相田みつを　名言集,@aidamitsuobot,8月10日,おたがいになぁ　不完全　欠点だらけの　にんげんですがね,,,7
1160062523959197696,相田みつを　名言集,@aidamitsuobot,8月10日,あのねぇ　財産　肩書き　地位　名誉　その他　自分についている誇り高き飾り物をみんな落としてすっぱだかになってごらん　人間としての本当の自分がわかるから,,1,11
1160047426503229441,相田みつを　名言集,@aidamitsuobot,8月10日,道は一本　単純でまッ直ぐがいい　何かを欲しがると　欲しがったところが曲がる　道は一本まっすぐがいい,,,3
1160039909714845697,相田みつを　名言集,@aidamitsuobot,8月10日,因も変り　縁も変る　なにもかも　みんな変ってゆくんだね　人間関係も変ってゆく世の中　無常だから,,,2
1160032323322052608,相田みつを　名言集,@aidamitsuobot,8月10日,慣れるな　なれるな　どんなことにも慣れるな　慣れると感動がなくなるから,,,3
1160024800451952640,相田みつを　名言集,@aidamitsuobot,8月10日,正直者は　ばかをみる　だからといってうそばかりも通らない　世の中単純じゃねんだよなあ,,,6
1160009698927509504,相田みつを　名言集,@aidamitsuobot,8月10日,いまはなんにも　いわないほうがいい　語らないほうがいい　つらいだろうが　黙っているほうがいい　いえばべんかいになるから,,,4
1160002127575445504,相田みつを　名言集,@aidamitsuobot,8月10日,うまれかわり死にかわり　永遠の過去のいのちを受け継いで　いま自分の番を生きている　それがあなたのいのちです　それがわたしのいのちです,,,2
1159994610598338560,相田みつを　名言集,@aidamitsuobot,8月10日,土の中の水道管　高いビルの下の下水　大事なものは表に出ない,,,3
1159971929702297602,相田みつを　名言集,@aidamitsuobot,8月9日,子供に一首　どのような道をどのように　歩くともいのちいっぱいにいきてればいいぞ,,,3
1159964406643453953,相田みつを　名言集,@aidamitsuobot,8月9日,人里はなれた　谷間の白百合の花は　誰にも見てもらえないのですが　少しのかけ引きもなく　精一杯の美しさで咲いています,,,3
1159949293316272128,相田みつを　名言集,@aidamitsuobot,8月9日,我慢をするんだよ　我慢をするんだよ　悔しいだろうがね　そこを我慢するんだよ,,1,5
1159941720726884352,相田みつを　名言集,@aidamitsuobot,8月9日,琴の糸　張りすぎてもダメ　たるんでもダメ　ちょうどいいあんばいのときに　ちょうどいいあんばいの音が出る,,,2
1159934179460521984,相田みつを　名言集,@aidamitsuobot,8月9日,どうでもいいものは　どうでもいいんだよ　いちばん大事なことに　一番大事ないのちをかけてゆくことだ,,,2
1159926625619677184,相田みつを　名言集,@aidamitsuobot,8月9日,自分が自分にいやになるとき　金がほしいのにほしくないようなふりをするとき,,,1
1159919087134208000,相田みつを　名言集,@aidamitsuobot,8月9日,ビリがいるから１位がいる,,,3
1159911522975412225,相田みつを　名言集,@aidamitsuobot,8月9日,七転八倒　つまづいたり　ころんだり　するほうが　自然なんだな　にんげんだもの,,1,3
1159888886379601920,相田みつを　名言集,@aidamitsuobot,8月9日,ともかく具体的に動いてごらん　具体的に動けば具体的な答えが出るから,,1,3
1159881324590616576,相田みつを　名言集,@aidamitsuobot,8月9日,強がりなんかいうことないよ　やせがまんなどすることないよ　だれにえんりょなんかいるもんか　声をかぎりに泣くがいい　ただひたすらになけばいい,,,5
1159873782288285696,相田みつを　名言集,@aidamitsuobot,8月9日,にんげん　一番いやなことは　じぶんがじぶんにうそをいうときだ,,1,2
1159866224534147072,相田みつを　名言集,@aidamitsuobot,8月9日,悲しいときは全身で悲しみ　嬉しいときには手放しで喜ぶ　そういう人間で私はありたい,,,2
1159858703316602885,相田みつを　名言集,@aidamitsuobot,8月9日,道は一本　単純でまッ直ぐがいい　何かを欲しがると　欲しがったところが曲がる　道は一本まっすぐがいい,,,2
1159851125094277121,相田みつを　名言集,@aidamitsuobot,8月9日,にんげんはねぇ　どんな人でも人それぞれに悩みや苦しみをいっぱい抱えて生きているんだね　ほとけさまにもいえないような悩みと苦しみをね,,,2
1159836035955560448,相田みつを　名言集,@aidamitsuobot,8月9日,かんのんさまは　どうして　こんなにしずかなの　かなしみに　たえた人だから　どうしてこんなに　やさしいの　ひとの世の　くるしみに　一番泣いた方　だから,,1,2
1159828509524553730,相田みつを　名言集,@aidamitsuobot,8月9日,そのうち　そのうち　べんかいしながら　日がくれる,,,2
1159820933512609792,相田みつを　名言集,@aidamitsuobot,8月9日,枯れたすすきがまだ美しいのは　いのちいっぱい一生けんめいに生きてきたからだ,,,2
1159813417168855041,相田みつを　名言集,@aidamitsuobot,8月9日,負ける人のおかげで　勝てるんだよな,,,3
1159805832264990720,相田みつを　名言集,@aidamitsuobot,8月9日,金が人生のすべてではないが　有れば便利　無いと不便です　便利のほうがいいなあ,,,2
1159798307805249541,相田みつを　名言集,@aidamitsuobot,8月9日,待ってもむだなことがある　待ってもだめなこともある　待ってもむなしきことばかり　それでもわたしはじっと待つ,,,4
1159790734586728448,相田みつを　名言集,@aidamitsuobot,8月9日,アノネ、がんばんなくてもいいからさ、具体的に動くことだね。,,,3
1159783210013696000,相田みつを　名言集,@aidamitsuobot,8月9日,外灯というのは　人のためにつけるんだよな　わたしはどれだけ　外灯をつけられるだろうか,,,1
1159775634756796416,相田みつを　名言集,@aidamitsuobot,8月9日,ボロは初めに見せておけ　そうすればいつでも天下泰平だ,,1,4
1159753006193115136,相田みつを　名言集,@aidamitsuobot,8月9日,人の為と書いて偽りと読むんだよなー,,1,3
1159745434937507841,相田みつを　名言集,@aidamitsuobot,8月9日,できない約束はしないことだな,,,4
1159737915842297857,相田みつを　名言集,@aidamitsuobot,8月9日,がまんをするんだよ　がまんをするんだよ　くやしいだろうがね　そこをがまんをするんだよ　そうすれば　人のかなしみやくるしみがよくわかってくるから,,,6
1159722817924894720,相田みつを　名言集,@aidamitsuobot,8月9日,人間追いつめられてはじめて本音を吐く　その時どんな本音を吐くかそれが大事,,,1
1159715237748064256,相田みつを　名言集,@aidamitsuobot,8月9日,アノネ　ひとのことじゃないんだよ　じぶんのことだよ,,,1
1159707708536193024,相田みつを　名言集,@aidamitsuobot,8月9日,あのねぇ　財産　肩書き　地位　名誉　その他　自分についている誇り高き飾り物をみんな落としてすっぱだかになってごらん　人間としての本当の自分がわかるから,,,3
1159700135644844032,相田みつを　名言集,@aidamitsuobot,8月9日,他人の物指し　自分のものさし　それぞれ寸法がちがうんだな,,,4
1159692615417077761,相田みつを　名言集,@aidamitsuobot,8月9日,雨の日には雨の中を　風の日には風の中を,,1,7
1159685034686631937,相田みつを　名言集,@aidamitsuobot,8月9日,人間はねぇ　自分よりも人のほうがよくなると　おもしろくねんだなぁ　人間のわたし,,,4
1159677521673117698,相田みつを　名言集,@aidamitsuobot,8月9日,途中にいるかぎり中ぶらりん　底まで落ちて足が地に着けば　本当に落ち着く,,,
1159669936056180736,相田みつを　名言集,@aidamitsuobot,8月9日,琴の糸　張りすぎてもダメ　たるんでもダメ　ちょうどいいあんばいのときに　ちょうどいいあんばいの音が出る,,,1
1159662412426907648,相田みつを　名言集,@aidamitsuobot,8月9日,これでいいということはないが　これが今の私の精一杯の姿です,,2,7
1159647313989496838,相田みつを　名言集,@aidamitsuobot,8月9日,セトモノとセトモノとぶつかりっこするとすぐこわれちゃう　どっちかやわらかければ　だいじょうぶ　やわらかいこころセトモノとセトモノとぶつかりっこするとすぐこわれちゃう　どっちかやわらかければ　だいじょうぶ　やわらかいこころを　持ちましょう,,2,8
1159639738946424833,相田みつを　名言集,@aidamitsuobot,8月9日,なみだで　あらわれるたびに　まなこがふかくなり　うれいがふかくなる,,2,4
1159624639930179584,相田みつを　名言集,@aidamitsuobot,8月9日,身からでたサビだなあ　身に覚えがあるよ,,,4
1159609541132083201,相田みつを　名言集,@aidamitsuobot,8月8日,ともかくも　生かされてきて　命あり,,1,6
1159602020136787968,相田みつを　名言集,@aidamitsuobot,8月8日,みかんには みかんの味があり りんごには りんごの美しさがある　しあわせは　いつもじぶんのこころが　きめる,,1,9
1159586903886159872,相田みつを　名言集,@aidamitsuobot,8月8日,うばいあえば足らぬ　分け合えば余まる,,1,6
1159579333284913153,相田みつを　名言集,@aidamitsuobot,8月8日,自分が自分にいやになるとき　金がほしいのにほしくないようなふりをするとき,,,4
1159571792752603137,相田みつを　名言集,@aidamitsuobot,8月8日,アノネ、がんばんなくてもいいからさ、具体的に動くことだね。,,8,18
1159564235828944896,相田みつを　名言集,@aidamitsuobot,8月8日,アノネ　かんのんさまがみていてくれるよ　なにもかもみんな承知でね　かんのんさまがみていてくれるよ　いいわけやべんかいなんかしなくてもね　かんのんさまがちゃんとみていてくれるよ,,1,9
1159534036114497536,相田みつを　名言集,@aidamitsuobot,8月8日,おさいせん　百円玉一つ　ぽんと投げて　手を合わす　おねがいことの多いこと,,,4
1159526496932749314,相田みつを　名言集,@aidamitsuobot,8月8日,歩くから道になる　歩かなければ草が生える,,1,4
1159518934170607618,相田みつを　名言集,@aidamitsuobot,8月8日,なんにも欲しがらぬときが　一番強い,,,1
1159503839122227200,相田みつを　名言集,@aidamitsuobot,8月8日,待ってもむだなことがある　待ってもだめなこともある　待ってもむなしきことばかり　それでもわたしはじっと待つ,,1,5
1159496312808624128,相田みつを　名言集,@aidamitsuobot,8月8日,うまれかわり死にかわり　永遠の過去のいのちを受け継いで　いま自分の番を生きている　それがあなたのいのちです　それがわたしのいのちです,,,1
1159481195010224128,相田みつを　名言集,@aidamitsuobot,8月8日,転んだっていいじゃないか。人間だもの。,,,4
1159473644847783937,相田みつを　名言集,@aidamitsuobot,8月8日,外灯というのは　人のためにつけるんだよな　わたしはどれだけ　外灯をつけられるだろうか,,1,8
1159458545554743297,相田みつを　名言集,@aidamitsuobot,8月8日,夢はでっかく　根はふかく,,,1
1159443447469621248,相田みつを　名言集,@aidamitsuobot,8月8日,身近な人の死に逢うたびに　私は人間の命のはかなさにガクゼンとします　この世に人間として生きている尊さを骨身にしみて感じるとき　私には仕事への闘志が湧いてきます,,1,3
1159428347887177728,相田みつを　名言集,@aidamitsuobot,8月8日,わかってたまるか　人に踏まれてばかりいる　雑草のくるしみが,,1,4
1159420821980319744,相田みつを　名言集,@aidamitsuobot,8月8日,子供に一首　どのような道をどのように　歩くともいのちいっぱいにいきてればいいぞ,,,1
1159413246870163456,相田みつを　名言集,@aidamitsuobot,8月8日,他人の物指し　自分のものさし　それぞれ寸法がちがうんだな,,6,11
1159405725493260289,相田みつを　名言集,@aidamitsuobot,8月8日,気が小さくて臆病で人のこと気になって三日もねむれぬこともある　おだてられればいい気になるし　わるくちいわれりゃ腹立つわたし　物欲色欲名誉欲　人間はねぇ欲望のかたまりだな　人間のわたし,,,1
1159398145039597568,相田みつを　名言集,@aidamitsuobot,8月8日,考えてばかりいると　日が暮れちゃうよ,,1,2
1159390620470743040,相田みつを　名言集,@aidamitsuobot,8月8日,使ったところが強くなる　頭でもからだでも　その反対　使わぬところは,,,2
1159383046954467328,相田みつを　名言集,@aidamitsuobot,8月8日,悲しいときは全身で悲しみ　嬉しいときには手放しで喜ぶ　そういう人間で私はありたい,,1,3
1159375527439826944,相田みつを　名言集,@aidamitsuobot,8月8日,あなたがそこにただいるだけで　その場の空気が明るくなる　あなたがそこにただいるだけで,,1,1
1159360427429486594,相田みつを　名言集,@aidamitsuobot,8月8日,けれど　けれどで　なにもしない,,,
1159352849379147776,相田みつを　名言集,@aidamitsuobot,8月8日,みかんには みかんの味があり りんごには りんごの美しさがある　しあわせは　いつもじぶんのこころが　きめる,,,2
1159345322335719425,相田みつを　名言集,@aidamitsuobot,8月8日,ぐちをこぼしてゆくんだね　なみだをながしてゆくんだね　だれにも気がねはいらぬから　えんりょしなくていいんですよ　ぐちをこぼしてゆくがいい　なみだをながしてゆくがいい,,1,
1159337747909234688,相田みつを　名言集,@aidamitsuobot,8月8日,アノネ　かんのんさまがみていてくれるよ　なにもかもみんな承知でね　かんのんさまがみていてくれるよ　いいわけやべんかいなんかしなくてもね　かんのんさまがちゃんとみていてくれるよ,,4,17
1159330225949298689,相田みつを　名言集,@aidamitsuobot,8月8日,おだてられればいい気になるし　わるくちいわれりゃ腹たつわたし,,1,
1159322650855931905,相田みつを　名言集,@aidamitsuobot,8月8日,これでいいということはないが　これが今の私の精一杯の姿です,,1,1
1159315134637989889,相田みつを　名言集,@aidamitsuobot,8月8日,人間追いつめられてはじめて本音を吐く　その時どんな本音を吐くかそれが大事,,,1
